Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
Hungary,43.0,7.0,Raikkonen,Maldonado,13.0,,
Hungary,60.0,5.0,Rosberg,Raikkonen,1.0,,
Hungary,61.0,4.0,Rosberg,Massa,1.0,,
Hungary,61.0,13.0,Maldonado,Kvyat,,,
Hungary,67.0,2.0,Ricciardo,Hamilton,3.0,,
Hungary,68.0,1.0,Ricciardo,Alonso,1.0,,
Belgium,2.0,12.0,Hulkenberg,Sutil,,,
Belgium,3.0,8.0,Button,Massa,,,
Belgium,4.0,3.0,Ricciardo,Alonso,Les Combes,,
Belgium,5.0,2.0,Ricciardo,Vettel,Pouhon,,
Belgium,5.0,9.0,Perez,Massa,Les Combes,,
Belgium,8.0,4.0,Bottas,Alonso,Les Combes,,
Belgium,8.0,13.0,Vergne,Sutil,,,
Belgium,9.0,8.0,Kvyat,Massa,,,
Belgium,9.0,13.0,Raikkonen,Gutierrez,,,
Belgium,10.0,9.0,Raikkonen,Vergne,,,
Belgium,10.0,10.0,Raikkonen,Sutil,,,
Belgium,10.0,11.0,Rosberg,Sutil,,,
Belgium,10.0,12.0,Rosberg,Gutierrez,Les Combes,,
Belgium,10.0,15.0,Massa,Ericsson,,,
Belgium,10.0,16.0,Massa,Chilton,,,
Belgium,11.0,7.0,Vettel,Vergne,Les Combes,,
Belgium,11.0,8.0,Rosberg,Vergne,,,
Belgium,12.0,10.0,Perez,Gutierrez,,,
Belgium,13.0,7.0,Magnussen,Vergne,Bus-Stop,,
Belgium,13.0,9.0,Perez,Alonso,Eau Rouge,,
Belgium,13.0,9.0,Alonso,Perez,Liege,,
Belgium,14.0,7.0,Alonso,Vergne,,,
Belgium,14.0,11.0,Kvyat,Gutierrez,,,
Belgium,15.0,18.0,Grosjean,Chilton,,,
Belgium,16.0,8.0,Button,Perez,,,
Belgium,16.0,17.0,Grosjean,Ericsson,,,
Belgium,17.0,4.0,Bottas,Rosberg,Les Combes,,
Belgium,18.0,18.0,Hamilton,Chilton,,,
Belgium,19.0,17.0,Hamilton,Ericsson,,,
Belgium,20.0,9.0,Rosberg,Kvyat,Bus-Stop,,
Belgium,21.0,8.0,Rosberg,Perez,,,
Belgium,23.0,5.0,Rosberg,Button,Les Combes,,
Belgium,23.0,5.0,Button,Rosberg,Fagnes,,
Belgium,23.0,16.0,Hamilton,Grosjean,,,
Belgium,24.0,4.0,Rosberg,Button,Les Combes,,
Belgium,24.0,5.0,Raikkonen,Button,Bus-Stop,,
Belgium,25.0,3.0,Rosberg,Alonso,Les Combes,,
Belgium,25.0,6.0,Vettel,Button,Bus-Stop,,
Belgium,25.0,12.0,Kvyat,Gutierrez,,,
Belgium,26.0,11.0,Kvyat,Vergne,,,
Belgium,27.0,7.0,Magnussen,Hulkenberg,La Source,,
Belgium,28.0,8.0,Alonso,Hulkenberg,,,
Belgium,29.0,13.0,Massa,Gutierrez,,,
Belgium,31.0,4.0,Bottas,Vettel,Les Combes,,
Belgium,31.0,14.0,Vergne,Hamilton,,,
Belgium,32.0,8.0,Button,Perez,Les Combes,,
Belgium,35.0,3.0,Bottas,Rosberg,Les Combes,,
Belgium,35.0,3.0,Rosberg,Bottas,Blanchimont,,
Belgium,35.0,8.0,Vettel,Perez,,,
Belgium,36.0,2.0,Rosberg,Raikkonen,Les Combes,,
Belgium,36.0,13.0,Massa,Gutierrez,,,
Belgium,38.0,14.0,Sutil,Gutierrez,,,
Belgium,40.0,3.0,Bottas,Raikkonen,Les Combes,,
Belgium,42.0,6.0,Button,Alonso,Malmedy,,
Belgium,42.0,6.0,Alonso,Button,Liege,,
Belgium,42.0,7.0,Vettel,Button,Fagnes,,
Belgium,42.0,16.0,Chilton,Ericsson,,,
Belgium,43.0,5.0,Vettel,Magnussen,Finish Line,,
Belgium,43.0,6.0,Vettel,Alonso,Liege,,
Belgium,44.0,5.0,Magnussen,Vettel,La Source,,
Belgium,44.0,5.0,Vettel,Magnussen,La Source,,
Belgium,44.0,7.0,Button,Alonso,Les Combes,,
Italy,2.0,18.0,Kvyat,Bianchi,,,
Italy,2.0,19.0,Kvyat,Chilton,,,
Italy,3.0,17.0,Kvyat,Kobayashi,,,
Italy,3.0,20.0,Grosjean,Chilton,,,
Italy,4.0,20.0,Chilton,Grosjean,,,
Italy,5.0,2.0,Massa,Magnussen,4.0,,
Italy,5.0,3.0,Hamilton,Magnussen,6.0,,
Italy,5.0,9.0,Raikkonen,Hulkenberg,,,
Italy,5.0,16.0,Kvyat,Gutierrez,,,
Italy,6.0,10.0,Bottas,Hulkenberg,1.0,,
Italy,7.0,11.0,Ricciardo,Hulkenberg,1.0,,
Italy,7.0,15.0,Kvyat,Sutil,,,
Italy,9.0,9.0,Bottas,Raikkonen,1.0,,
Italy,10.0,2.0,Hamilton,Massa,1.0,,
Italy,12.0,18.0,Grosjean,Bianchi,,,
Italy,14.0,8.0,Bottas,Perez,1.0,,
Italy,16.0,7.0,Bottas,Alonso,1.0,,
Italy,18.0,6.0,Bottas,Button,1.0,,
Italy,18.0,20.0,Gutierrez,Ericsson,,,
Italy,19.0,13.0,Kvyat,Maldonado,,,
Italy,21.0,4.0,Bottas,Magnussen,1.0,,
Italy,22.0,15.0,Hulkenberg,Kobayashi,,,
Italy,22.0,18.0,Gutierrez,Bianchi,,,
Italy,25.0,6.0,Vettel,Bottas,1.0,,
Italy,25.0,7.0,Magnussen,Bottas,2.0,,
Italy,25.0,8.0,Perez,Bottas,3.0,,
Italy,25.0,19.0,Kobayashi,Ericsson,,,
Italy,25.0,20.0,Grosjean,Ericsson,,,
Italy,26.0,8.0,Bottas,Perez,1.0,,
Italy,28.0,10.0,Raikkonen,Alonso,,,
Italy,28.0,18.0,Grosjean,Kobayashi,,,
Italy,29.0,19.0,Bianchi,Ericsson,,,
Italy,34.0,9.0,Ricciardo,Raikkonen,1.0,,
Italy,37.0,5.0,Bottas,Magnussen,1.0,,
Italy,39.0,7.0,Button,Perez,1.0,,
Italy,39.0,7.0,Perez,Button,7.0,,
Italy,40.0,4.0,Bottas,Vettel,1.0,,
Italy,40.0,8.0,Ricciardo,Button,1.0,,
Italy,41.0,7.0,Ricciardo,Perez,4.0,,
Italy,42.0,7.0,Button,Perez,1.0,,
Italy,42.0,7.0,Perez,Button,6.0,,
Italy,43.0,12.0,Kvyat,Vergne,,,
Italy,44.0,6.0,Ricciardo,Magnussen,1.0,,
Italy,46.0,11.0,Kvyat,Hulkenberg,1.0,,
Italy,47.0,5.0,Ricciardo,Vettel,4.0,,
Singapore,4.0,20.0,Rosberg,Chilton,,,
Singapore,8.0,16.0,Maldonado,Sutil,,,
Singapore,10.0,18.0,Hulkenberg,Rosberg,,,
Singapore,10.0,19.0,Hulkenberg,Chilton,5.0,,
Singapore,11.0,15.0,Hulkenberg,Ericsson,1.0,,
Singapore,11.0,16.0,Kvyat,Ericsson,,,
Singapore,11.0,17.0,Kvyat,Rosberg,5.0,,
Singapore,11.0,19.0,Grosjean,Chilton,,,
Singapore,11.0,20.0,Sutil,Chilton,,,
Singapore,12.0,7.0,Perez,Gutierrez,10.0,,
Singapore,12.0,16.0,Grosjean,Ericsson,,,
Singapore,12.0,17.0,Grosjean,Rosberg,,,
Singapore,12.0,20.0,Maldonado,Chilton,,,
Singapore,13.0,8.0,Massa,Gutierrez,1.0,,
Singapore,13.0,9.0,Raikkonen,Gutierrez,5.0,,
Singapore,13.0,12.0,Vergne,Bianchi,,,
Singapore,13.0,13.0,Hulkenberg,Bianchi,,,
Singapore,14.0,6.0,Massa,Perez,7.0,,
Singapore,14.0,7.0,Raikkonen,Perez,,,
Singapore,14.0,9.0,Bottas,Gutierrez,,,
Singapore,15.0,7.0,Bottas,Perez,1.0,,
Singapore,15.0,10.0,Vergne,Gutierrez,,,
Singapore,15.0,11.0,Magnussen,Gutierrez,5.0,,
Singapore,15.0,12.0,Hulkenberg,Gutierrez,10.0,,
Singapore,15.0,12.0,Kvyat,Bianchi,,,
Singapore,25.0,8.0,Massa,Hulkenberg,1.0,,
Singapore,25.0,15.0,Maldonado,Bianchi,,,
Singapore,26.0,11.0,Hulkenberg,Perez,,,
Singapore,38.0,14.0,Maldonado,Grosjean,,,
Singapore,39.0,16.0,Perez,Bianchi,,,
Singapore,43.0,11.0,Hulkenberg,Kvyat,14.0,,
Singapore,46.0,13.0,Vergne,Ericsson,,,
Singapore,48.0,13.0,Magnussen,Ericsson,,,
Singapore,48.0,14.0,Kvyat,Ericsson,14.0,,
Singapore,48.0,14.0,Perez,Kvyat,16.0,,
Singapore,48.0,15.0,Perez,Ericsson,14.0,,
Singapore,52.0,11.0,Vergne,Grosjean,,,
Singapore,53.0,12.0,Magnussen,Grosjean,,,
Singapore,54.0,1.0,Hamilton,Vettel,7.0,,
Singapore,55.0,10.0,Magnussen,Maldonado,8.0,,
Singapore,55.0,12.0,Perez,Grosjean,,,
Singapore,56.0,11.0,Perez,Maldonado,,,
Singapore,58.0,8.0,Vergne,Hulkenberg,8.0,,
Singapore,59.0,6.0,Vergne,Bottas,9.0,,
Singapore,59.0,7.0,Vergne,Raikkonen,1.0,,
Singapore,59.0,9.0,Perez,Hulkenberg,18.0,,
Singapore,59.0,10.0,Perez,Magnussen,,,
Singapore,60.0,7.0,Perez,Bottas,14.0,,
Singapore,60.0,8.0,Perez,Raikkonen,,,
Singapore,60.0,8.0,Raikkonen,Bottas,,,
Singapore,60.0,9.0,Hulkenberg,Bottas,14.0,,
Singapore,60.0,10.0,Magnussen,Bottas,15.0,,
Japan,10.0,18.0,Ericsson,Chilton,,,
Japan,13.0,12.0,Kvyat,Perez,,,
Japan,14.0,14.0,Grosjean,Gutierrez,,,
Japan,15.0,9.0,Hulkenberg,Raikkonen,,,
Japan,16.0,5.0,Vettel,Massa,10.0,,
Japan,16.0,19.0,Ericsson,Chilton,,,
Japan,17.0,6.0,Ricciardo,Massa,Dunlop,,
Japan,17.0,20.0,Magnussen,Chilton,,,
Japan,18.0,4.0,Vettel,Bottas,10.0,,
Japan,19.0,5.0,Ricciardo,Bottas,Dunlop,,
Japan,20.0,20.0,Vergne,Chilton,,,
Japan,22.0,16.0,Ericsson,Kobayashi,,,
Japan,23.0,16.0,Grosjean,Sutil,Degner 1,,
Japan,23.0,17.0,Grosjean,Magnussen,6.0,,
Japan,24.0,15.0,Grosjean,Kobayashi,,,
Japan,24.0,16.0,Sutil,Kobayashi,,,
Japan,25.0,12.0,Raikkonen,Ericsson,,,
Japan,25.0,16.0,Magnussen,Kobayashi,,,
Japan,25.0,17.0,Vergne,Kobayashi,,,
Japan,26.0,17.0,Maldonado,Kobayashi,,,
Japan,28.0,18.0,Ericsson,Bianchi,,,
Japan,29.0,1.0,Hamilton,Rosberg,1.0,,
Japan,29.0,9.0,Kvyat,Gutierrez,1.0,,
Japan,29.0,14.0,Magnussen,Sutil,,,
Japan,30.0,10.0,Perez,Gutierrez,1.0,,
Japan,31.0,15.0,Vergne,Sutil,,,
Japan,32.0,13.0,Magnussen,Grosjean,,,
Japan,32.0,16.0,Maldonado,Sutil,1.0,,
Japan,33.0,14.0,Vergne,Magnussen,,,
Japan,34.0,16.0,Magnussen,Ericsson,,,
Japan,35.0,14.0,Magnussen,Gutierrez,,,
Japan,38.0,8.0,Massa,Kvyat,,,
Japan,40.0,4.0,Ricciardo,Button,10.0,,
Japan,40.0,4.0,Button,Ricciardo,11.0,,
Japan,41.0,14.0,Grosjean,Maldonado,,,
Japan,42.0,4.0,Ricciardo,Button,10.0,,
Japan,42.0,15.0,Magnussen,Maldonado,,,
Russia,2.0,7.0,Vettel,Kvyat,3.0,,
Russia,2.0,8.0,Ricciardo,Kvyat,5.0,,
Russia,3.0,5.0,Magnussen,Vergne,2.0,,
Russia,3.0,5.0,Vergne,Magnussen,4.0,,
Russia,3.0,5.0,Magnussen,Vergne,13.0,,
Russia,4.0,6.0,Vettel,Vergne,13.0,,
Russia,4.0,7.0,Ricciardo,Vergne,,,
Russia,5.0,9.0,Raikkonen,Kvyat,4.0,,
Russia,5.0,16.0,Sutil,Maldonado,,,
Russia,5.0,18.0,Rosberg,Kobayashi,,,
Russia,5.0,19.0,Massa,Kobayashi,,,
Russia,6.0,17.0,Rosberg,Maldonado,,,
Russia,6.0,18.0,Massa,Maldonado,,,
Russia,7.0,16.0,Rosberg,Sutil,,,
Russia,8.0,15.0,Rosberg,Ericsson,,,
Russia,8.0,17.0,Massa,Sutil,,,
Russia,9.0,16.0,Massa,Ericsson,,,
Russia,10.0,14.0,Rosberg,Grosjean,,,
Russia,11.0,15.0,Massa,Grosjean,,,
Russia,12.0,17.0,Ricciardo,Sutil,,,
Russia,13.0,12.0,Rosberg,Hulkenberg,,,
Russia,14.0,13.0,Massa,Hulkenberg,2.0,,
Russia,14.0,16.0,Ricciardo,Ericsson,,,
Russia,15.0,11.0,Rosberg,Gutierrez,2.0,,
Russia,15.0,12.0,Massa,Gutierrez,13.0,,
Russia,18.0,15.0,Ricciardo,Grosjean,,,
Russia,19.0,19.0,Sutil,Kobayashi,,,
Russia,20.0,10.0,Rosberg,Perez,2.0,,
Russia,26.0,5.0,Rosberg,Raikkonen,2.0,,
Russia,27.0,9.0,Ricciardo,Gutierrez,,,
Russia,27.0,15.0,Hulkenberg,Ericsson,,,
Russia,31.0,2.0,Rosberg,Bottas,2.0,,
Russia,35.0,12.0,Perez,Kvyat,2.0,,
Russia,35.0,13.0,Massa,Kvyat,3.0,,
Russia,36.0,14.0,Hulkenberg,Kvyat,,,
Russia,37.0,14.0,Hulkenberg,Kvyat,2.0,,
Russia,38.0,11.0,Perez,Vergne,2.0,,
Russia,38.0,12.0,Massa,Vergne,2.0,,
Russia,38.0,16.0,Sutil,Grosjean,,,
Russia,39.0,9.0,Raikkonen,Gutierrez,2.0,,
Russia,39.0,10.0,Perez,Gutierrez,,,
Russia,41.0,12.0,Hulkenberg,Vergne,,,
Russia,41.0,18.0,Maldonado,Ericsson,,,
Russia,42.0,14.0,Kvyat,Gutierrez,,,
USA,5.0,5.0,Ricciardo,Alonso,1.0,,
USA,5.0,13.0,Button,Gutierrez,,,
USA,6.0,14.0,Hulkenberg,Gutierrez,12.0,,
USA,6.0,15.0,Vettel,Gutierrez,15.0,,
USA,16.0,7.0,Ricciardo,Bottas,1.0,,
USA,16.0,15.0,Vergne,Maldonado,,,
USA,17.0,10.0,Alonso,Vettel,12.0,,
USA,19.0,12.0,Grosjean,Gutierrez,12.0,,
USA,19.0,13.0,Vergne,Gutierrez,12.0,,
USA,21.0,8.0,Alonso,Button,14.0,,
USA,21.0,8.0,Button,Alonso,15.0,,
USA,24.0,1.0,Hamilton,Rosberg,12.0,,
USA,24.0,7.0,Alonso,Button,1.0,,
USA,24.0,10.0,Grosjean,Raikkonen,,,
USA,24.0,11.0,Vergne,Raikkonen,,,
USA,26.0,9.0,Grosjean,Vettel,1.0,,
USA,26.0,10.0,Vergne,Vettel,7.0,,
USA,27.0,6.0,Alonso,Magnussen,1.0,,
USA,27.0,8.0,Grosjean,Button,12.0,,
USA,27.0,11.0,Maldonado,Raikkonen,,,
USA,28.0,8.0,Vergne,Button,12.0,,
USA,35.0,11.0,Vettel,Grosjean,12.0,,
USA,42.0,8.0,Vettel,Magnussen,12.0,,
USA,42.0,10.0,Button,Grosjean,1.0,,
USA,44.0,6.0,Vettel,Alonso,3.0,,
USA,45.0,6.0,Alonso,Vettel,12.0,,
USA,48.0,13.0,Kvyat,Raikkonen,14.0,,
USA,50.0,9.0,Vergne,Grosjean,1.0,,
USA,50.0,10.0,Maldonado,Grosjean,2.0,,
USA,52.0,8.0,Vergne,Button,15.0,,
USA,52.0,12.0,Vettel,Raikkonen,1.0,,
USA,53.0,9.0,Maldonado,Button,12.0,,
USA,53.0,10.0,Vettel,Button,13.0,,
USA,53.0,11.0,Vettel,Grosjean,,,
USA,54.0,9.0,Vettel,Maldonado,12.0,,
USA,55.0,7.0,Vettel,Magnussen,,,
USA,55.0,8.0,Vettel,Vergne,1.0,,
USA,55.0,11.0,Grosjean,Button,12.0,,
USA,55.0,13.0,Raikkonen,Gutierrez,,,
USA,56.0,9.0,Maldonado,Vergne,12.0,,
Brazil,7.0,10.0,Vergne,Grosjean,,,
Brazil,9.0,3.0,Rosberg,Grosjean,Finish Line,,
Brazil,9.0,7.0,Massa,Sutil,,,
Brazil,10.0,4.0,Hamilton,Grosjean,1.0,,
Brazil,10.0,7.0,Bottas,Sutil,,,
Brazil,10.0,14.0,Raikkonen,Gutierrez,,,
Brazil,11.0,2.0,Rosberg,Kvyat,Finish Line,,
Brazil,12.0,3.0,Hamilton,Kvyat,Finish Line,,
Brazil,12.0,8.0,Button,Sutil,2.0,,
Brazil,13.0,5.0,Massa,Grosjean,,,
Brazil,14.0,1.0,Rosberg,Hulkenberg,1.0,,
Brazil,14.0,6.0,Bottas,Grosjean,Finish Line,,
Brazil,14.0,9.0,Magnussen,Sutil,,,
Brazil,15.0,7.0,Button,Grosjean,,,
Brazil,16.0,2.0,Hamilton,Hulkenberg,1.0,,
Brazil,17.0,3.0,Massa,Kvyat,1.0,,
Brazil,17.0,9.0,Alonso,Sutil,1.0,,
Brazil,18.0,10.0,Vettel,Sutil,1.0,,
Brazil,22.0,6.0,Magnussen,Grosjean,Finish Line,,
Brazil,22.0,16.0,Kvyat,Maldonado,,,
Brazil,24.0,7.0,Alonso,Grosjean,4.0,,
Brazil,24.0,8.0,Vettel,Grosjean,5.0,,
Brazil,29.0,5.0,Massa,Kvyat,,,
Brazil,31.0,6.0,Button,Kvyat,1.0,,
Brazil,37.0,5.0,Vettel,Kvyat,1.0,,
Brazil,37.0,12.0,Raikkonen,Grosjean,,,
Brazil,40.0,15.0,Kvyat,Maldonado,,,
Brazil,42.0,8.0,Hulkenberg,Bottas,1.0,,
Brazil,42.0,9.0,Raikkonen,Bottas,5.0,,
Brazil,44.0,12.0,Kvyat,Vergne,,,
Brazil,45.0,6.0,Alonso,Magnussen,1.0,,
Brazil,47.0,11.0,Kvyat,Perez,4.0,,
Brazil,54.0,3.0,Massa,Hulkenberg,3.0,,
Brazil,54.0,8.0,Alonso,Kvyat,,,
Brazil,54.0,13.0,Maldonado,Gutierrez,,,
Brazil,55.0,14.0,Vergne,Gutierrez,,,
Brazil,61.0,4.0,Button,Raikkonen,4.0,,
Brazil,61.0,5.0,Vettel,Raikkonen,6.0,,
Brazil,61.0,11.0,Kvyat,Maldonado,,,
Brazil,67.0,6.0,Alonso,Raikkonen,Finish Line,,
Brazil,67.0,8.0,Hulkenberg,Magnussen,,,
Abu Dhabi,5.0,5.0,Alonso,Raikkonen,11.0,,
Abu Dhabi,5.0,6.0,Kvyat,Raikkonen,14.0,,
Abu Dhabi,5.0,11.0,Vergne,Gutierrez,,,
Abu Dhabi,5.0,15.0,Ricciardo,Kobayashi,8.0,,
Abu Dhabi,5.0,15.0,Sutil,Ricciardo,,,
Abu Dhabi,5.0,15.0,Ricciardo,Sutil,,,
Abu Dhabi,5.0,16.0,Ricciardo,Sutil,8.0,,
Abu Dhabi,5.0,16.0,Sutil,Kobayashi,,,
Abu Dhabi,5.0,17.0,Vettel,Kobayashi,,,
Abu Dhabi,6.0,6.0,Bottas,Raikkonen,8.0,,
Abu Dhabi,7.0,9.0,Ricciardo,Magnussen,,,
Abu Dhabi,7.0,10.0,Ricciardo,Maldonado,,,
Abu Dhabi,7.0,11.0,Vettel,Maldonado,,,
Abu Dhabi,7.0,15.0,Alonso,Stevens,8.0,,
Abu Dhabi,7.0,16.0,Grosjean,Stevens,11.0,,
Abu Dhabi,7.0,17.0,Kvyat,Stevens,17.0,,
Abu Dhabi,8.0,16.0,Raikkonen,Stevens,,,
Abu Dhabi,9.0,11.0,Button,Kobayashi,,,
Abu Dhabi,9.0,12.0,Alonso,Kobayashi,,,
Abu Dhabi,10.0,13.0,Kvyat,Kobayashi,,,
Abu Dhabi,11.0,16.0,Grosjean,Stevens,,,
Abu Dhabi,11.0,17.0,Maldonado,Stevens,,,
Abu Dhabi,12.0,6.0,Ricciardo,Vergne,13.0,,
Abu Dhabi,12.0,6.0,Vergne,Ricciardo,14.0,,
Abu Dhabi,12.0,14.0,Raikkonen,Kobayashi,,,
Abu Dhabi,12.0,18.0,Sutil,Stevens,,,
Abu Dhabi,13.0,6.0,Ricciardo,Vergne,11.0,,
Abu Dhabi,13.0,9.0,Bottas,Vettel,8.0,,
Abu Dhabi,13.0,19.0,Grosjean,Stevens,,,
Abu Dhabi,14.0,7.0,Bottas,Magnussen,11.0,,
Abu Dhabi,15.0,14.0,Vergne,Kobayashi,,,
Abu Dhabi,16.0,14.0,Maldonado,Gutierrez,,,
Abu Dhabi,23.0,14.0,Vettel,Gutierrez,8.0,,
Abu Dhabi,24.0,4.0,Bottas,Ricciardo,11.0,,
Abu Dhabi,25.0,13.0,Vettel,Magnussen,,,
Abu Dhabi,27.0,2.0,Massa,Rosberg,8.0,,
Abu Dhabi,28.0,7.0,Ricciardo,Hulkenberg,,,
Abu Dhabi,28.0,11.0,Alonso,Magnussen,,,
Abu Dhabi,29.0,10.0,Alonso,Button,12.0,,
Abu Dhabi,30.0,10.0,Button,Alonso,,,
Abu Dhabi,30.0,13.0,Magnussen,Grosjean,,,
Abu Dhabi,31.0,5.0,Ricciardo,Perez,8.0,,
Abu Dhabi,32.0,2.0,Hamilton,Rosberg,8.0,,
Abu Dhabi,33.0,3.0,Bottas,Rosberg,11.0,,
Abu Dhabi,36.0,11.0,Vergne,Raikkonen,,,
Abu Dhabi,37.0,7.0,Vettel,Rosberg,11.0,,
Abu Dhabi,40.0,7.0,Button,Rosberg,,,
Abu Dhabi,40.0,11.0,Hulkenberg,Raikkonen,,,
Abu Dhabi,41.0,10.0,Hulkenberg,Vergne,,,
Abu Dhabi,42.0,9.0,Hulkenberg,Alonso,11.0,,
Abu Dhabi,44.0,11.0,Perez,Raikkonen,8.0,,
Abu Dhabi,45.0,7.0,Hulkenberg,Rosberg,10.0,,
Abu Dhabi,47.0,8.0,Perez,Alonso,11.0,,
Abu Dhabi,48.0,9.0,Vettel,Alonso,8.0,,
Abu Dhabi,49.0,7.0,Perez,Rosberg,,,
Abu Dhabi,50.0,8.0,Vettel,Rosberg,8.0,,
Australia,4.0,5.0,Nasr,Sainz,1.0,,
Australia,4.0,6.0,Ricciardo,Sainz,3.0,,
Australia,5.0,11.0,Ericsson,Button,,,
Australia,7.0,7.0,Raikkonen,Sainz,9.0,,
Australia,24.0,7.0,Raikkonen,Ericsson,13.0,,
Australia,26.0,7.0,Nasr,Ericsson,,,
Australia,27.0,5.0,Raikkonen,Verstappen,1.0,,
Australia,28.0,10.0,Ericsson,Perez,1.0,,
Australia,38.0,10.0,Sainz,Perez,,,
Australia,42.0,10.0,Perez,Button,4.0,,
Australia,54.0,8.0,Ericsson,Sainz,13.0,,
Malaysia,2.0,9.0,Grosjean,Verstappen,Finish Line,,
Malaysia,2.0,13.0,Bottas,Nasr,,,
Malaysia,2.0,15.0,Perez,Alonso,,,
Malaysia,6.0,10.0,Verstappen,Kvyat,Finish Line,,
Malaysia,6.0,14.0,Button,Merhi,Finish Line,,
Malaysia,6.0,16.0,Raikkonen,Nasr,,,
Malaysia,7.0,5.0,Hamilton,Perez,9.0,,
Malaysia,7.0,6.0,Ricciardo,Perez,11.0,,
Malaysia,7.0,7.0,Massa,Perez,Finish Line,,
Malaysia,7.0,15.0,Raikkonen,Merhi,,,
Malaysia,8.0,8.0,Rosberg,Perez,1.0,,
Malaysia,8.0,9.0,Verstappen,Perez,4.0,,
Malaysia,8.0,10.0,Kvyat,Perez,5.0,,
Malaysia,8.0,11.0,Bottas,Perez,14.0,,
Malaysia,8.0,16.0,Nasr,Merhi,,,
Malaysia,9.0,7.0,Rosberg,Massa,15.0,,
Malaysia,10.0,2.0,Hamilton,Hulkenberg,Finish Line,,
Malaysia,10.0,3.0,Hamilton,Grosjean,11.0,,
Malaysia,10.0,4.0,Hamilton,Sainz,1.0,,
Malaysia,10.0,10.0,Bottas,Kvyat,,,
Malaysia,10.0,14.0,Raikkonen,Button,,,
Malaysia,11.0,9.0,Bottas,Verstappen,1.0,,
Malaysia,11.0,13.0,Raikkonen,Alonso,,,
Malaysia,11.0,17.0,Maldonado,Merhi,,,
Malaysia,12.0,5.0,Rosberg,Sainz,15.0,,
Malaysia,12.0,6.0,Rosberg,Ricciardo,1.0,,
Malaysia,13.0,4.0,Rosberg,Grosjean,11.0,,
Malaysia,13.0,12.0,Raikkonen,Perez,1.0,,
Malaysia,14.0,3.0,Rosberg,Hulkenberg,1.0,,
Malaysia,14.0,7.0,Massa,Ricciardo,1.0,,
Malaysia,14.0,8.0,Bottas,Ricciardo,Finish Line,,
Malaysia,14.0,13.0,Alonso,Perez,14.0,,
Malaysia,15.0,5.0,Massa,Grosjean,11.0,,
Malaysia,15.0,6.0,Bottas,Grosjean,15.0,,
Malaysia,15.0,11.0,Perez,Alonso,,,
Malaysia,15.0,11.0,Alonso,Perez,,,
Malaysia,16.0,10.0,Button,Perez,14.0,,
Malaysia,16.0,14.0,Raikkonen,Sainz,Finish Line,,
Malaysia,17.0,6.0,Verstappen,Ricciardo,12.0,,
Malaysia,17.0,10.0,Perez,Button,1.0,,
Malaysia,17.0,10.0,Button,Perez,3.0,,
Malaysia,17.0,11.0,Nasr,Perez,15.0,,
Malaysia,17.0,13.0,Raikkonen,Maldonado,1.0,,
Malaysia,17.0,14.0,Sainz,Maldonado,,,
Malaysia,17.0,15.0,Grosjean,Maldonado,,,
Malaysia,17.0,16.0,Grosjean,Hulkenberg,1.0,,
Malaysia,18.0,7.0,Kvyat,Ricciardo,1.0,,
Malaysia,18.0,11.0,Raikkonen,Nasr,15.0,,
Malaysia,19.0,9.0,Raikkonen,Button,1.0,,
Malaysia,20.0,8.0,Raikkonen,Alonso,,,
Malaysia,20.0,17.0,Maldonado,Merhi,,,
Malaysia,21.0,2.0,Vettel,Rosberg,15.0,,
Malaysia,21.0,8.0,Grosjean,Button,,,
Malaysia,21.0,9.0,Sainz,Button,4.0,,
Malaysia,21.0,10.0,Grosjean,Sainz,,,
Malaysia,23.0,10.0,Verstappen,Ricciardo,2.0,,
Malaysia,24.0,1.0,Vettel,Hamilton,15.0,,
Malaysia,24.0,9.0,Verstappen,Hulkenberg,1.0,,
Malaysia,26.0,11.0,Kvyat,Ricciardo,1.0,,
Malaysia,28.0,9.0,Ricciardo,Hulkenberg,1.0,,
Malaysia,29.0,3.0,Rosberg,Raikkonen,1.0,,
Malaysia,29.0,5.0,Massa,Sainz,1.0,,
Malaysia,29.0,11.0,Kvyat,Perez,2.0,,
Malaysia,30.0,6.0,Verstappen,Sainz,1.0,,
Malaysia,30.0,7.0,Bottas,Sainz,,,
Malaysia,30.0,10.0,Kvyat,Hulkenberg,1.0,,
Malaysia,34.0,6.0,Bottas,Verstappen,5.0,,
Malaysia,34.0,12.0,Sainz,Grosjean,,,
Malaysia,36.0,6.0,Raikkonen,Verstappen,15.0,,
Malaysia,42.0,12.0,Grosjean,Nasr,15.0,,
Malaysia,44.0,11.0,Grosjean,Hulkenberg,1.0,,
Malaysia,48.0,7.0,Verstappen,Sainz,4.0,,
Malaysia,48.0,12.0,Nasr,Perez,,,
Malaysia,55.0,5.0,Bottas,Massa,5.0,,
China,3.0,9.0,Maldonado,Ericsson,1.0,,
China,3.0,15.0,Ricciardo,Alonso,9.0,,
China,3.0,19.0,Sainz,Stevens,,,
China,4.0,13.0,Perez,Kvyat,16.0,,
China,4.0,18.0,Sainz,Merhi,,,
China,6.0,14.0,Ricciardo,Kvyat,6.0,,
China,8.0,8.0,Maldonado,Nasr,15.0,,
China,9.0,10.0,Verstappen,Ericsson,15.0,,
China,9.0,19.0,Stevens,Merhi,,,
